,M_u_-10d,M_u_0d,M_u_10d,M_u_20d,M_u_30d,M_u_40d,M_g_-10d,M_g_0d,M_g_10d,M_g_20d,M_g_30d,M_g_40d,M_r_-10d,M_r_0d,M_r_10d,M_r_20d,M_r_30d,M_r_40d,M_i_-10d,M_i_0d,M_i_10d,M_i_20d,M_i_30d,M_i_40d,M_z_-10d,M_z_0d,M_z_10d,M_z_20d,M_z_30d,M_z_40d,M_y_-10d,M_y_0d,M_y_10d,M_y_20d,M_y_30d,M_y_40d,object_id,i-y_new,r-i_new
1101,-16.34128956110476,-15.422920012619386,,,,,-17.348076267892225,-17.334724200013014,-16.195618187650382,-15.121520433291565,-15.695878889661572,-15.648490909248808,-17.97363321512941,-18.17859235789774,-17.67857305808785,-17.239116093668542,-17.239682734386662,-16.910301742322773,-18.19945580014131,-18.397104575399837,-18.13931973627628,-17.874555807531337,-17.832562327233163,-17.437657896716757,-18.254370378022244,-18.42409536846435,-18.286034938470337,-18.11267496642452,-18.02176599972651,-17.677237816516083,-18.234560260790673,-18.383099023190667,-18.306307913328013,-18.17799509116392,-18.056198384650628,-17.758903174302375,aderthad_cair_agar,-0.018528534292471477,0.20372614199374084
1102,-19.2791276964845,-19.27446406716266,-19.268246261885345,-19.26042818074736,-19.25096664343065,-19.239822292320248,-19.452895625017028,-19.448637771020906,-19.44262233582335,-19.43475006913338,-19.42492540048817,-19.41305950402536,-19.578499906816056,-19.577130939124636,-19.57358906414739,-19.567704685931467,-19.559295228199,-19.54816328174146,-19.585410295229345,-19.586531147257823,-19.585157245691654,-19.58110668716069,-19.574193935258727,-19.56423360724532,-19.514674475551608,-19.5179605376022,-19.518870250271185,-19.51723751810571,-19.512885262850325,-19.505623767611873,-19.384725344771844,-19.388544173735475,-19.39016717854458,-19.38949242725088,-19.386425541806993,-19.380884299612127,aear_salab_cuin,-0.1963119430503042,0.008004095365208741
1103,-14.251337723929772,-14.269223986133447,-14.251378644926994,-14.196312497043929,-14.10480431663931,-13.980742798989205,-14.54237897993368,-14.56594554172451,-14.546187608958284,-14.48001620725605,-14.367524113770903,-14.216009604934008,-14.805331265841396,-14.8358769546412,-14.82082224694404,-14.743752295759329,-14.612532804668838,-14.439579607137468,-14.859513099890442,-14.874954345582443,-14.854425810219944,-14.7924590976451,-14.690340006746617,-14.554568663010464,-14.80061086623575,-14.805838959194029,-14.784917661656811,-14.735625554460505,-14.658329335071222,-14.555758442953795,-14.696173799704702,-14.696773758264762,-14.677293798313164,-14.636688841787652,-14.575338283705127,-14.495165957770745,aeruil_tavor_ogol,-0.17608444518762667,0.037824025539194395
1104,-19.440742479169096,-19.44456523662549,-19.44529077644122,-19.44308121810311,-19.438114041629422,-19.430577939089325,-19.611729030843485,-19.614504123919698,-19.61390185920255,-19.61017509760064,-19.603611001958747,-19.59451193407545,-19.749755241212533,-19.750959457709648,-19.74847748564408,-19.7428475696968,-19.734549046439277,-19.724014278878037,-19.76226069120046,-19.763972707430277,-19.76265002230833,-19.758621712040032,-19.752240669250533,-19.743867150303423,-19.70322008857793,-19.70619948636099,-19.706776473771704,-19.70518908892023,-19.701694593143436,-19.6965626905698,-19.609368426421035,-19.613788946903465,-19.61625443289767,-19.616959055894036,-19.616105580870432,-19.61390344524009,agarwaen_galadh_galadhrim,-0.14701059400562144,0.012940780112359107
1105,-19.92785584665628,-19.928229037839262,-19.92779893405176,-19.926579941848424,-19.924586076056706,-19.92182947887037,-19.92481007133633,-19.92402146917025,-19.92238755004454,-19.919997568367883,-19.916896721703928,-19.91312162789297,-19.81037278694999,-19.80851370990822,-19.805963042757774,-19.80274596733664,-19.798934655951538,-19.79460513116998,-19.675503703730236,-19.67148037923784,-19.66677801792185,-19.661500691752785,-19.65574906807091,-19.649631009523567,-19.549638819408052,-19.546636330212117,-19.54275890349364,-19.53811701409993,-19.53281988500978,-19.52696259573772,-19.418593659359185,-19.418142487487508,-19.416843142844098,-19.4147409297642,-19.41187912794674,-19.408297116796295,agor_glass_glamog,-0.26335463068905085,-0.13028640803378266
1106,-18.30301302793476,-18.31922533016816,-18.33373571164821,-18.34630666714248,-18.356750519561636,-18.364936906452932,-18.578272173801818,-18.59099398391097,-18.601260202395203,-18.608961387300276,-18.614089711180533,-18.61670307025664,-18.868876811264208,-18.87239729515607,-18.87241460499721,-18.869362976917152,-18.86366890532364,-18.85571260305047,-18.93255044100453,-18.935076440307476,-18.93313136777575,-18.92805604775648,-18.92053529508859,-18.911016367215176,-18.80956563138177,-18.817859330602836,-18.823714905850203,-18.827060692269292,-18.82801541584586,-18.826775540199986,-18.662119472704028,-18.6716040166282,-18.680076966171704,-18.687353983707503,-18.693286860308753,-18.6977840006165,agor_gondrath_pent,-0.23243368953575327,0.06225933771040104
1107,-19.280610589282126,-19.343981840210013,-19.2743687425991,-19.1278991875078,-18.977276088557737,-18.85115641595953,-19.51295887737637,-19.579578461050765,-19.4896680948137,-19.31912534130877,-19.17076533443697,-19.05758885195447,-19.752992447347744,-19.82864847383691,-19.72362481106793,-19.54058359785001,-19.41524922990056,-19.321858866511825,-19.88588730239996,-19.9642619305745,-19.872981756425183,-19.717265484831948,-19.610293411449295,-19.526115402618792,-19.93391032185638,-20.011381238073614,-19.9417238702001,-19.81431018177468,-19.707999649451445,-19.60875833332026,-19.934532687634025,-20.00372725713201,-19.947289802828543,-19.837961104430494,-19.72728875135092,-19.611096970854582,ah_rom_firion,0.039465326557504454,0.1355589517675071
1108,-19.96064223279697,-19.949331012502313,-19.90238426179353,-19.857197970918264,-19.80200908164734,-19.72907207124381,-20.452926917527193,-20.455015975383176,-20.40928342441741,-20.33520681404768,-20.24080934602968,-20.129468742570698,-20.811737347847284,-20.82114465221379,-20.78076660778177,-20.6962202844349,-20.582930074087784,-20.45082570898363,-20.85068813409872,-20.878313045881697,-20.854288212944223,-20.78732633539916,-20.68736495641896,-20.56348675003379,-20.764405491935975,-20.805672042363497,-20.79682363275876,-20.74666621814511,-20.66344302945086,-20.55433361839501,-20.640875364371055,-20.68806542191669,-20.68790278846079,-20.649343585240175,-20.579317612145378,-20.483557303741023,ah_sammar_nost,-0.1850329929216059,0.05443799323086296
1109,-16.095556087289765,-16.11084860095275,-16.10503554005021,-16.083238270176878,-16.050366804486686,-16.01093351866777,-16.179841703132226,-16.194055870618797,-16.18417690118767,-16.156888219135354,-16.118162025967507,-16.07303478945275,-16.196958965274874,-16.211857664007553,-16.200662528380064,-16.171539277046378,-16.130686780728013,-16.08316588794392,-16.08572017315899,-16.11428934825993,-16.11477695996402,-16.0945483716759,-16.06029115505217,-16.0174912397938,-15.919585979202708,-15.96009499873982,-15.9726433431116,-15.96367736220992,-15.939247668267186,-15.904531645835007,-15.735702617095823,-15.78200476799674,-15.803796640432154,-15.804961981736014,-15.790252361364182,-15.764157768747452,aiglos_bass_yll,-0.31091927487835846,-0.09427191470049934
1110,-18.444133882552855,-18.91676036590317,-18.80077724030118,-18.47174879695428,-17.981254685592027,-17.15275521615022,-18.53053987532649,-19.04655015378139,-18.87234180239674,-18.525879808049233,-18.058873390664935,-17.352577554244498,-18.561209618654537,-19.125634310042507,-18.85430384285636,-18.483776806022256,-18.073787705501154,-17.551564012841133,-18.49028671367025,-19.0549964078238,-18.67927715813125,-18.283849078213727,-17.985787366897902,-17.654788434532186,-18.345778642436137,-18.861416001613556,-18.378768945312764,-17.973513512866994,-17.832174809319447,-17.670455513369212,-18.152429411853852,-18.604517402481157,-18.04205495463018,-17.625279302827956,-17.64278421873282,-17.611828754718196,amarth_min_thamas,-0.4440912588366075,-0.06936439257010818
1111,,,,,,,-17.52366263450147,-17.36093001194049,-17.064817351332174,-16.73092752672283,-16.366013319375675,-15.925882062742096,-18.802861238478464,-18.816584209759107,-18.698772696267262,-18.508505002886587,-18.28194083906893,-18.036279333473892,-18.929029801705575,-18.98351021188224,-18.926667223630258,-18.8002452253346,-18.63447048047224,-18.44053004954801,-18.728458800266388,-18.81582565894174,-18.8125093723254,-18.740577191848057,-18.61918232594896,-18.46400017730364,-18.424377338120117,-18.542307822195305,-18.57492550770429,-18.54009742713236,-18.45252184797493,-18.32593573890052,amath_ylf_glamog,-0.4085483808207755,0.15380746279383573
1112,-16.919865688042293,-16.7866477553699,-16.62872978116269,-16.481011311068045,-16.334235701102813,-16.17325125701295,-16.98322793737779,-16.888642203418726,-16.76533368298088,-16.647645771396782,-16.516477465766798,-16.364059495988485,-17.044008528313967,-17.037773903517817,-16.975051021570437,-16.868487956614885,-16.740685168219557,-16.593237453829573,-17.032760219351943,-17.063320723219732,-17.03717868556305,-16.966554730602795,-16.86698820967311,-16.74344684085071,-16.943230649692964,-16.99382145694193,-16.99689487305747,-16.961945954988067,-16.89768326854555,-16.808189655516642,-16.80692998223347,-16.876827588846822,-16.905581798480824,-16.897871759151812,-16.858631718889214,-16.79023777819981,andrann_luithien_Ennor,-0.15640701178885763,0.01470370363567497
1113,-17.409440734896563,-17.406416969733613,-17.393461825898797,-17.369209072707562,-17.332277923502446,-17.281720935149394,-17.64207343117195,-17.647838333466495,-17.6434004609431,-17.627857807258465,-17.60088591966087,-17.561196940101084,-17.866088422548415,-17.87548742853548,-17.87127455733055,-17.85351415510486,-17.822629794713492,-17.7798002536818,-17.950574261187867,-17.957775610911753,-17.952311977571668,-17.93547829113794,-17.907406719831812,-17.86662854542203,-17.859043204144328,-17.872658659886014,-17.87479087810094,-17.866060957746996,-17.847078361315695,-17.816183790485624,-17.704764955105873,-17.72400044907826,-17.734147466175443,-17.734204976809195,-17.723104278414354,-17.70030865797139,archam_roch_faradrim,-0.222276214881731,0.08203827529760588
1114,-19.2335130032724,-19.244880969832913,-19.25176486354736,-19.254081581384614,-19.251733040455697,-19.24460348555234,-19.700196188021273,-19.7055391148127,-19.70625664489116,-19.70211301043711,-19.69283812917144,-19.67812342285719,-20.297037209067906,-20.30618939595204,-20.312595044886997,-20.31606859863283,-20.316404190702976,-20.313373547251253,-20.63035016201355,-20.63803532821948,-20.644229047111786,-20.648709540879857,-20.65123613124579,-20.651543941565414,-20.713566446642183,-20.71417534472915,-20.7134066572118,-20.711013370921545,-20.706731432119504,-20.70027684084632,-20.659820128230884,-20.653029738431066,-20.644688301774273,-20.6345791421438,-20.62247177503783,-20.608120949321098,badhor_rist_maecheneb,0.02868320030161442,0.33504462651180233
1115,-17.45672938201728,-17.45616574796565,-17.440085724024108,-17.40984439558475,-17.370149119280207,-17.32772820020255,-17.49446817856309,-17.502553440438696,-17.491300539271954,-17.459543551430563,-17.416505929718376,-17.37328084594248,-17.36830343185246,-17.38485794804715,-17.392829707455242,-17.394026459616704,-17.38994135321206,-17.38269615451882,-17.147350339596805,-17.180058432075917,-17.209365979999795,-17.234792856999512,-17.255837841292525,-17.27221200628035,-16.907165885868984,-16.95354273648764,-16.998068021742604,-17.03877681422781,-17.074209017319156,-17.103366993079867,-16.68598381941127,-16.73744892885086,-16.787593596875503,-16.83439667115355,-16.876263709408214,-16.91220940711009,bain_gwaloth_navaer,-0.29545928681139344,-0.09793787817989141
1116,-19.296167987051916,-19.41341611126667,-19.0096927333248,-17.97271100382136,,,-19.429749750322728,-19.621395847487904,-19.21774992201496,-18.331306159889735,-16.711013415002967,-15.055325696179167,-19.498508649137776,-19.77878860377352,-19.402797193875585,-18.79712795405959,-18.018405971118085,-17.52495932324372,-19.44846040901477,-19.708158500635165,-19.45198509402009,-19.096787792816343,-18.61203444116505,-18.13087275014196,-19.293889807257287,-19.487635816329032,-19.34254079387939,-19.122128587423248,-18.71437478212573,-18.261554968947436,-19.07843923212387,-19.20580499454223,-19.141914611070064,-19.00731378951386,-18.66413541996241,-18.279724667772243,bain_haudh_lost,-0.5018676395880561,-0.07063010313835605
1117,-17.744800425216255,-17.760813873221935,-17.775923510824512,-17.790278983270255,-17.804021820954304,,-18.965770790197094,-18.965627708587533,-18.965123474825447,-18.964391415371892,-18.963553347499513,,-19.931125082785925,-19.927650918072757,-19.92361832736215,-19.919277300891167,-19.914905960203217,,-20.52372378866754,-20.52455395133623,-20.52388619464365,-20.521850948250687,-20.51859080352419,,-20.69991762999112,-20.700918293441603,-20.700991060175753,-20.70015282949213,-20.69842303883553,,-20.71346797859347,-20.71378436715115,-20.71348614022388,-20.712573378193923,-20.711048505654077,,bain_ylf_hun,0.18923041581491873,0.588461093232354
1118,-17.71241484120528,-17.806316358842317,-17.1187200835081,-16.036672401264518,-13.63015760341124,,-17.989745207469575,-18.151515284756364,-17.607845757932914,-16.960839429705153,-16.026171854403522,-14.67778644068384,-18.21425206275007,-18.439633680430312,-18.09550987755994,-17.647153467330007,-16.937293808021728,-16.119937992295284,-18.27131957082664,-18.492159466248033,-18.282462366185875,-17.913752186954746,-17.32591918796428,-16.65704276311596,-18.219354507697837,-18.426063501799653,-18.285298731495267,-17.962480938504903,-17.47235014362351,-16.906235535087312,-18.117309459834864,-18.3107086323917,-18.20617815213449,-17.918693236287304,-17.50155524023659,-17.01336288166845,balrog_fervain_pent,-0.1798655451004123,0.04827902510636761
1119,-18.227345162192293,-18.230727720483145,-18.228179334609976,-18.21932283095265,-18.20373953480411,-18.180963678330244,-18.472862733328355,-18.474994968757017,-18.471278744398717,-18.461049606986364,-18.4435825806721,-18.41813013146545,-18.64512361403618,-18.647405432363456,-18.64515184676918,-18.637812659586572,-18.62391546562283,-18.6013933752607,-18.637296139698336,-18.63376096309661,-18.624637003029704,-18.609527994406804,-18.58810406704454,-18.56001885706901,-18.550304847974655,-18.545357653184837,-18.5349766891093,-18.519107713788458,-18.497797799855135,-18.47105607115712,-18.4232443952354,-18.418067955086045,-18.40869185136502,-18.395021897365027,-18.377018429709395,-18.35468453377497,baneth_celon_lossen,-0.21291690440166633,-0.010026248158311546
1120,,,,,,,-14.913382309579704,-14.760158573823771,-14.64948753056737,-14.607120142993878,-14.635800177292424,-14.71425627342026,-17.230163137420135,-17.22040075675673,-17.20537615674948,-17.193713641016103,-17.180401536801696,-17.151345457624814,-17.957785795009684,-17.9785070684039,-17.9810757101762,-17.954657670880465,-17.89091321952904,-17.79900522467132,-17.979835634729255,-17.957353238807883,-17.91640548535885,-17.85995920400913,-17.798451689353925,-17.74181853557468,-18.046327614570515,-18.0497969998284,-18.046769232275864,-18.037803433077528,-18.021519353985468,-17.993265854832742,barad_bregedur_ai,0.0670271500270303,0.7512079425630418
1121,-17.49737001869525,-17.490828617267397,-17.478603134233765,-17.46036878435652,-17.435934305479705,-17.405299809049765,-17.709399679055906,-17.708950031542045,-17.702269399795682,-17.68852695759867,-17.666954607659022,-17.63724119864773,-17.906552194943117,-17.912873311368813,-17.913570063537733,-17.907333669249383,-17.892588232276296,-17.86734724703119,-17.988457199812828,-17.991696960591355,-17.988714363908073,-17.9791527509191,-17.961396832046674,-17.93366364299679,-17.988829711043678,-17.98976028597383,-17.983685857732112,-17.970361487270196,-17.949153594868108,-17.919411992630273,-17.920397583545935,-17.91974352123077,-17.912430358332003,-17.898043198540933,-17.876190714295632,-17.846609894162413,bass_lossen_nim,-0.0707881444541556,0.0776518293264985
1122,-15.721368431558645,-15.714052937853168,-15.64931025964914,-15.516781774510363,-15.32085610042968,-15.110123777526653,-15.887619022459162,-15.905315037964158,-15.85407331265354,-15.723014805122643,-15.520485320454725,-15.274558818801223,-15.996245509590338,-16.032135053858255,-15.978000833039786,-15.816100766394529,-15.577282873249048,-15.315877707205104,-15.968334215418906,-15.976559127645302,-15.899926673368723,-15.723757620859814,-15.475167130623063,-15.20572067399273,-15.860007817989512,-15.836991703584602,-15.742063567836055,-15.569106687121945,-15.3347861518575,-15.071184304823008,-15.717482641657485,-15.67502752499442,-15.571904519095938,-15.40859346112066,-15.19893172782652,-14.97000678911887,baug_randir_loss,-0.26169910271168817,-0.0506853527705573
